course_code,course_name,section_name,session_date,student_code,student_name,attendance_status,minutes_late,source,week_number,day_of_week,session_start_time,course_load
PHY101,Physics I,Section 2,2026-04-06,S4037,Synthetic Student 4037,absent,0,qr,14,Monday,09:00,2
MATH101,Calculus I,Section 2,2026-03-23,S4058,Synthetic Student 4058,absent,0,qr,11,Saturday,10:00,2
PHY101,Physics I,Section 2,2026-03-28,S4126,Synthetic Student 4126,late,6,qr,11,Saturday,10:00,4
PHY101,Physics I,Section 2,2026-02-07,S4136,Synthetic Student 4136,present,0,qr,1,Sunday,12:00,5
STAT101,Statistics I,Section 1,2026-04-27,S4089,Synthetic Student 4089,excused,0,manual,11,Sunday,12:00,4
STAT101,Statistics I,Section 3,2026-04-20,S4131,Synthetic Student 4131,present,0,qr,6,Saturday,10:00,3
STAT101,Statistics I,Section 1,2026-02-14,S4008,Synthetic Student 4008,present,1,qr,8,Monday,09:00,2
CS101,Intro to Programming,Section 1,2026-04-27,S4045,Synthetic Student 4045,present,0,qr,8,Sunday,12:00,4
STAT101,Statistics I,Section 3,2026-03-30,S4071,Synthetic Student 4071,late,12,qr,6,Sunday,12:00,5
PHY101,Physics I,Section 3,2026-03-14,S4057,Synthetic Student 4057,present,2,qr,3,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-02-21,S4127,Synthetic Student 4127,present,1,qr,2,Wednesday,10:00,5
PHY101,Physics I,Section 2,2026-03-30,S4075,Synthetic Student 4075,present,0,qr,6,Sunday,12:00,4
MATH101,Calculus I,Section 2,2026-03-28,S4020,Synthetic Student 4020,late,10,qr,8,Saturday,10:00,5
PHY101,Physics I,Section 1,2026-04-13,S4102,Synthetic Student 4102,present,0,qr,9,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-04-25,S4158,Synthetic Student 4158,present,0,qr,1,Saturday,10:00,4
MATH101,Calculus I,Section 3,2026-02-07,S4059,Synthetic Student 4059,present,0,qr,10,Sunday,12:00,4
STAT101,Statistics I,Section 2,2026-05-04,S4144,Synthetic Student 4144,absent,2,qr,11,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-03-16,S4032,Synthetic Student 4032,absent,0,qr,4,Sunday,14:00,5
STAT101,Statistics I,Section 1,2026-04-25,S4073,Synthetic Student 4073,absent,1,qr,14,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-04-27,S4130,Synthetic Student 4130,absent,0,qr,14,Sunday,10:00,4
MATH101,Calculus I,Section 2,2026-02-16,S4076,Synthetic Student 4076,late,7,qr,4,Wednesday,14:00,4
STAT101,Statistics I,Section 1,2026-02-21,S4013,Synthetic Student 4013,absent,0,qr,10,Wednesday,14:00,4
PHY101,Physics I,Section 1,2026-03-02,S4014,Synthetic Student 4014,present,0,qr,8,Sunday,12:00,5
STAT101,Statistics I,Section 3,2026-04-20,S4019,Synthetic Student 4019,present,0,qr,9,Saturday,10:00,3
STAT101,Statistics I,Section 1,2026-02-23,S4150,Synthetic Student 4150,present,0,qr,2,Saturday,10:00,4
PHY101,Physics I,Section 2,2026-03-30,S4161,Synthetic Student 4161,present,0,qr,4,Sunday,09:00,4
STAT101,Statistics I,Section 1,2026-03-09,S4058,Synthetic Student 4058,absent,0,qr,5,Monday,09:00,2
PHY101,Physics I,Section 2,2026-02-09,S4112,Synthetic Student 4112,absent,0,qr,1,Monday,09:00,5
PHY101,Physics I,Section 2,2026-02-14,S4056,Synthetic Student 4056,present,0,qr,10,Monday,09:00,5
STAT101,Statistics I,Section 2,2026-04-04,S4120,Synthetic Student 4120,late,13,qr,1,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-03-09,S4005,Synthetic Student 4005,present,2,qr,5,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-02-14,S4007,Synthetic Student 4007,present,0,qr,1,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-03-09,S4135,Synthetic Student 4135,late,19,qr,14,Monday,09:00,2
MATH101,Calculus I,Section 1,2026-04-04,S4161,Synthetic Student 4161,present,0,qr,9,Sunday,12:00,3
PHY101,Physics I,Section 1,2026-05-11,S4083,Synthetic Student 4083,late,9,qr,3,Wednesday,14:00,5
STAT101,Statistics I,Section 2,2026-05-04,S4060,Synthetic Student 4060,present,0,qr,13,Monday,09:00,2
PHY101,Physics I,Section 2,2026-02-07,S4114,Synthetic Student 4114,late,15,qr,1,Sunday,12:00,5
CS101,Intro to Programming,Section 3,2026-03-14,S4164,Synthetic Student 4164,present,0,qr,14,Monday,09:00,5
STAT101,Statistics I,Section 1,2026-03-02,S4174,Synthetic Student 4174,absent,0,qr,7,Sunday,10:00,5
MATH101,Calculus I,Section 1,2026-05-04,S4110,Synthetic Student 4110,present,0,qr,12,Monday,09:00,2
PHY101,Physics I,Section 1,2026-05-09,S4121,Synthetic Student 4121,late,18,qr,1,Wednesday,09:00,5
PHY101,Physics I,Section 1,2026-03-09,S4056,Synthetic Student 4056,late,5,qr,4,Monday,12:00,3
PHY101,Physics I,Section 1,2026-05-09,S4138,Synthetic Student 4138,absent,0,qr,14,Monday,09:00,5
STAT101,Statistics I,Section 2,2026-04-11,S4143,Synthetic Student 4143,present,0,qr,8,Monday,09:00,2
STAT101,Statistics I,Section 2,2026-04-04,S4056,Synthetic Student 4056,absent,0,qr,12,Sunday,12:00,3
CS101,Intro to Programming,Section 3,2026-04-20,S4105,Synthetic Student 4105,present,0,qr,11,Saturday,10:00,3
STAT101,Statistics I,Section 1,2026-02-07,S4076,Synthetic Student 4076,absent,0,qr,11,Sunday,12:00,3
PHY101,Physics I,Section 3,2026-03-14,S4124,Synthetic Student 4124,present,0,qr,13,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-05-04,S4158,Synthetic Student 4158,present,2,qr,6,Monday,09:00,5
PHY101,Physics I,Section 3,2026-04-25,S4071,Synthetic Student 4071,late,14,qr,14,Saturday,10:00,4
STAT101,Statistics I,Section 3,2026-03-14,S4104,Synthetic Student 4104,present,0,qr,6,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-04-06,S4035,Synthetic Student 4035,present,0,qr,2,Monday,09:00,3
PHY101,Physics I,Section 1,2026-03-07,S4065,Synthetic Student 4065,present,1,qr,14,Sunday,12:00,3
MATH101,Calculus I,Section 1,2026-03-14,S4070,Synthetic Student 4070,present,0,qr,9,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-04-04,S4145,Synthetic Student 4145,present,2,qr,7,Sunday,12:00,3
PHY101,Physics I,Section 1,2026-04-18,S4131,Synthetic Student 4131,present,0,qr,14,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-02-14,S4122,Synthetic Student 4122,present,0,qr,7,Monday,09:00,3
PHY101,Physics I,Section 2,2026-02-07,S4057,Synthetic Student 4057,absent,0,qr,7,Saturday,12:00,5
CS101,Intro to Programming,Section 1,2026-03-09,S4158,Synthetic Student 4158,present,1,qr,13,Monday,09:00,2
MATH101,Calculus I,Section 2,2026-03-30,S4050,Synthetic Student 4050,present,1,qr,14,Sunday,12:00,5
PHY101,Physics I,Section 2,2026-03-30,S4102,Synthetic Student 4102,present,2,qr,9,Sunday,12:00,4
MATH101,Calculus I,Section 3,2026-04-18,S4104,Synthetic Student 4104,present,0,qr,12,Wednesday,14:00,4
MATH101,Calculus I,Section 2,2026-02-23,S4120,Synthetic Student 4120,late,12,qr,12,Saturday,10:00,5
PHY101,Physics I,Section 2,2026-04-04,S4036,Synthetic Student 4036,late,18,qr,1,Sunday,12:00,2
MATH101,Calculus I,Section 2,2026-02-21,S4166,Synthetic Student 4166,present,2,qr,4,Wednesday,14:00,5
CS101,Intro to Programming,Section 1,2026-04-25,S4174,Synthetic Student 4174,absent,0,qr,10,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-02-23,S4000,Synthetic Student 4000,present,0,qr,13,Saturday,10:00,4
STAT101,Statistics I,Section 2,2026-05-04,S4091,Synthetic Student 4091,late,10,qr,13,Monday,09:00,2
MATH101,Calculus I,Section 1,2026-04-13,S4172,Synthetic Student 4172,late,1,qr,10,Wednesday,14:00,5
MATH101,Calculus I,Section 3,2026-04-27,S4062,Synthetic Student 4062,present,0,qr,12,Sunday,12:00,4
STAT101,Statistics I,Section 3,2026-03-28,S4091,Synthetic Student 4091,absent,0,qr,8,Saturday,10:00,5
MATH101,Calculus I,Section 3,2026-03-07,S4148,Synthetic Student 4148,present,0,qr,5,Sunday,12:00,2
PHY101,Physics I,Section 1,2026-05-11,S4102,Synthetic Student 4102,absent,0,qr,3,Wednesday,10:00,5
CS101,Intro to Programming,Section 2,2026-02-21,S4022,Synthetic Student 4022,present,0,qr,9,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-02-14,S4111,Synthetic Student 4111,present,0,qr,2,Monday,09:00,2
CS101,Intro to Programming,Section 1,2026-03-28,S4172,Synthetic Student 4172,absent,2,qr,6,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-02-21,S4171,Synthetic Student 4171,absent,0,qr,5,Wednesday,14:00,4
STAT101,Statistics I,Section 3,2026-03-14,S4041,Synthetic Student 4041,late,10,qr,1,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-02-16,S4084,Synthetic Student 4084,present,1,qr,8,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-02-21,S4088,Synthetic Student 4088,absent,0,qr,13,Wednesday,14:00,4
MATH101,Calculus I,Section 1,2026-04-06,S4175,Synthetic Student 4175,present,0,qr,6,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-05-09,S4061,Synthetic Student 4061,absent,0,qr,3,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-02-14,S4162,Synthetic Student 4162,present,0,qr,8,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-03-07,S4162,Synthetic Student 4162,absent,2,qr,8,Sunday,12:00,2
CS101,Intro to Programming,Section 3,2026-02-14,S4042,Synthetic Student 4042,present,0,qr,2,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-03-30,S4015,Synthetic Student 4015,absent,0,qr,14,Sunday,12:00,4
PHY101,Physics I,Section 1,2026-03-21,S4014,Synthetic Student 4014,present,0,qr,13,Wednesday,14:00,4
PHY101,Physics I,Section 2,2026-03-28,S4122,Synthetic Student 4122,present,2,qr,1,Saturday,10:00,4
MATH101,Calculus I,Section 3,2026-04-25,S4045,Synthetic Student 4045,present,1,qr,3,Saturday,10:00,4
MATH101,Calculus I,Section 3,2026-03-07,S4062,Synthetic Student 4062,absent,0,qr,7,Sunday,12:00,2
STAT101,Statistics I,Section 1,2026-02-21,S4135,Synthetic Student 4135,present,0,qr,3,Wednesday,14:00,4
CS101,Intro to Programming,Section 3,2026-04-18,S4133,Synthetic Student 4133,absent,0,qr,5,Wednesday,14:00,3
STAT101,Statistics I,Section 3,2026-03-16,S4026,Synthetic Student 4026,present,0,qr,1,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-04-13,S4083,Synthetic Student 4083,absent,0,qr,10,Wednesday,14:00,3
STAT101,Statistics I,Section 2,2026-04-04,S4171,Synthetic Student 4171,present,0,qr,9,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-04-25,S4123,Synthetic Student 4123,absent,0,qr,10,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-03-28,S4001,Synthetic Student 4001,present,1,qr,5,Saturday,10:00,5
MATH101,Calculus I,Section 1,2026-04-06,S4006,Synthetic Student 4006,absent,2,qr,1,Sunday,09:00,3
CS101,Intro to Programming,Section 3,2026-04-20,S4017,Synthetic Student 4017,present,0,qr,6,Saturday,10:00,3
CS101,Intro to Programming,Section 3,2026-05-09,S4038,Synthetic Student 4038,present,1,qr,6,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-05-11,S4035,Synthetic Student 4035,present,0,qr,8,Wednesday,14:00,3
CS101,Intro to Programming,Section 3,2026-04-06,S4087,Synthetic Student 4087,absent,1,qr,3,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-03-07,S4111,Synthetic Student 4111,present,0,qr,2,Sunday,12:00,2
CS101,Intro to Programming,Section 1,2026-03-09,S4164,Synthetic Student 4164,present,0,qr,2,Monday,09:00,2
CS101,Intro to Programming,Section 2,2026-03-02,S4019,Synthetic Student 4019,present,0,qr,4,Sunday,12:00,3
PHY101,Physics I,Section 1,2026-03-02,S4169,Synthetic Student 4169,excused,0,manual,4,Sunday,12:00,5
STAT101,Statistics I,Section 1,2026-02-14,S4151,Synthetic Student 4151,present,0,qr,8,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-02-21,S4006,Synthetic Student 4006,absent,1,qr,13,Wednesday,14:00,4
STAT101,Statistics I,Section 1,2026-03-02,S4008,Synthetic Student 4008,present,0,qr,13,Saturday,12:00,5
CS101,Intro to Programming,Section 1,2026-03-09,S4096,Synthetic Student 4096,present,0,qr,1,Monday,09:00,2
PHY101,Physics I,Section 1,2026-05-11,S4132,Synthetic Student 4132,late,13,qr,4,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-03-07,S4079,Synthetic Student 4079,present,0,qr,5,Sunday,12:00,2
CS101,Intro to Programming,Section 1,2026-03-30,S4021,Synthetic Student 4021,present,0,qr,8,Sunday,12:00,4
MATH101,Calculus I,Section 2,2026-03-28,S4068,Synthetic Student 4068,late,12,qr,14,Wednesday,10:00,5
MATH101,Calculus I,Section 1,2026-04-06,S4016,Synthetic Student 4016,late,6,qr,9,Monday,09:00,3
PHY101,Physics I,Section 1,2026-04-20,S4036,Synthetic Student 4036,absent,0,qr,4,Saturday,10:00,5
PHY101,Physics I,Section 2,2026-02-23,S4106,Synthetic Student 4106,present,0,qr,2,Saturday,10:00,5
CS101,Intro to Programming,Section 3,2026-02-14,S4107,Synthetic Student 4107,present,0,qr,2,Monday,09:00,3
MATH101,Calculus I,Section 1,2026-04-13,S4160,Synthetic Student 4160,absent,2,qr,10,Wednesday,14:00,5
MATH101,Calculus I,Section 2,2026-05-11,S4156,Synthetic Student 4156,absent,2,qr,7,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-03-21,S4168,Synthetic Student 4168,present,0,qr,7,Wednesday,14:00,4
STAT101,Statistics I,Section 2,2026-04-06,S4131,Synthetic Student 4131,present,0,qr,6,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-02-07,S4015,Synthetic Student 4015,present,0,qr,1,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-02-16,S4073,Synthetic Student 4073,late,6,qr,2,Wednesday,14:00,2
MATH101,Calculus I,Section 3,2026-04-27,S4165,Synthetic Student 4165,absent,1,qr,14,Sunday,12:00,4
MATH101,Calculus I,Section 2,2026-02-14,S4083,Synthetic Student 4083,present,2,manual,1,Monday,09:00,4
STAT101,Statistics I,Section 1,2026-03-23,S4162,Synthetic Student 4162,present,0,qr,14,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-04-20,S4093,Synthetic Student 4093,absent,1,qr,9,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-03-02,S4101,Synthetic Student 4101,late,16,qr,1,Sunday,12:00,5
CS101,Intro to Programming,Section 3,2026-03-14,S4107,Synthetic Student 4107,late,14,qr,4,Monday,09:00,5
STAT101,Statistics I,Section 1,2026-02-09,S4138,Synthetic Student 4138,late,14,qr,1,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-05-09,S4029,Synthetic Student 4029,present,0,qr,14,Monday,09:00,2
CS101,Intro to Programming,Section 2,2026-02-28,S4166,Synthetic Student 4166,present,0,qr,1,Saturday,10:00,3
PHY101,Physics I,Section 2,2026-04-06,S4118,Synthetic Student 4118,absent,0,qr,3,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-03-02,S4089,Synthetic Student 4089,absent,0,qr,7,Sunday,12:00,5
STAT101,Statistics I,Section 1,2026-02-23,S4106,Synthetic Student 4106,absent,0,qr,9,Saturday,09:00,4
MATH101,Calculus I,Section 1,2026-03-14,S4116,Synthetic Student 4116,present,0,qr,5,Wednesday,09:00,5
PHY101,Physics I,Section 1,2026-03-09,S4094,Synthetic Student 4094,absent,0,qr,11,Monday,09:00,3
PHY101,Physics I,Section 3,2026-03-16,S4086,Synthetic Student 4086,present,1,qr,5,Wednesday,14:00,3
PHY101,Physics I,Section 2,2026-04-04,S4140,Synthetic Student 4140,late,14,qr,1,Sunday,12:00,2
PHY101,Physics I,Section 3,2026-04-25,S4010,Synthetic Student 4010,present,1,qr,2,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-03-21,S4164,Synthetic Student 4164,absent,2,qr,1,Monday,14:00,3
CS101,Intro to Programming,Section 1,2026-02-07,S4067,Synthetic Student 4067,absent,0,qr,10,Monday,12:00,3
STAT101,Statistics I,Section 2,2026-04-11,S4079,Synthetic Student 4079,present,0,qr,10,Monday,09:00,2
MATH101,Calculus I,Section 1,2026-04-13,S4083,Synthetic Student 4083,absent,2,qr,14,Wednesday,14:00,5
CS101,Intro to Programming,Section 3,2026-03-16,S4173,Synthetic Student 4173,present,0,qr,10,Wednesday,09:00,5
CS101,Intro to Programming,Section 3,2026-05-09,S4068,Synthetic Student 4068,absent,1,qr,3,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-02-28,S4172,Synthetic Student 4172,present,0,qr,14,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-04-11,S4161,Synthetic Student 4161,present,0,qr,10,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-05-09,S4003,Synthetic Student 4003,absent,0,qr,14,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-02-07,S4034,Synthetic Student 4034,present,0,qr,1,Sunday,12:00,3
CS101,Intro to Programming,Section 1,2026-03-07,S4042,Synthetic Student 4042,present,0,qr,1,Sunday,12:00,2
STAT101,Statistics I,Section 2,2026-05-11,S4099,Synthetic Student 4099,absent,0,qr,5,Monday,14:00,2
CS101,Intro to Programming,Section 1,2026-03-09,S4040,Synthetic Student 4040,present,2,qr,9,Monday,09:00,2
PHY101,Physics I,Section 3,2026-05-04,S4060,Synthetic Student 4060,present,0,qr,7,Monday,09:00,2
PHY101,Physics I,Section 1,2026-03-21,S4040,Synthetic Student 4040,late,16,qr,6,Wednesday,14:00,4
CS101,Intro to Programming,Section 1,2026-03-07,S4000,Synthetic Student 4000,present,2,qr,13,Sunday,12:00,2
MATH101,Calculus I,Section 2,2026-02-14,S4134,Synthetic Student 4134,present,0,qr,10,Wednesday,09:00,4
PHY101,Physics I,Section 2,2026-02-07,S4097,Synthetic Student 4097,present,0,qr,6,Sunday,12:00,5
STAT101,Statistics I,Section 2,2026-05-09,S4146,Synthetic Student 4146,present,0,qr,14,Monday,09:00,2
MATH101,Calculus I,Section 3,2026-04-27,S4164,Synthetic Student 4164,present,0,qr,13,Sunday,12:00,4
MATH101,Calculus I,Section 2,2026-02-28,S4023,Synthetic Student 4023,late,4,qr,10,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-02-07,S4014,Synthetic Student 4014,present,1,qr,8,Sunday,12:00,3
PHY101,Physics I,Section 3,2026-04-25,S4058,Synthetic Student 4058,present,0,qr,12,Saturday,10:00,4
CS101,Intro to Programming,Section 1,2026-03-30,S4009,Synthetic Student 4009,present,0,qr,4,Sunday,12:00,4
PHY101,Physics I,Section 1,2026-04-11,S4106,Synthetic Student 4106,absent,0,qr,9,Sunday,09:00,3
MATH101,Calculus I,Section 3,2026-03-09,S4034,Synthetic Student 4034,late,12,qr,5,Monday,09:00,2
MATH101,Calculus I,Section 2,2026-03-23,S4083,Synthetic Student 4083,late,5,qr,6,Saturday,10:00,2
PHY101,Physics I,Section 2,2026-02-21,S4059,Synthetic Student 4059,present,0,qr,5,Wednesday,14:00,5
MATH101,Calculus I,Section 2,2026-03-21,S4074,Synthetic Student 4074,present,2,qr,14,Wednesday,14:00,2
CS101,Intro to Programming,Section 3,2026-04-18,S4113,Synthetic Student 4113,absent,0,qr,7,Wednesday,14:00,3
PHY101,Physics I,Section 1,2026-04-13,S4081,Synthetic Student 4081,late,10,qr,11,Wednesday,09:00,3
PHY101,Physics I,Section 3,2026-03-16,S4092,Synthetic Student 4092,late,18,qr,3,Wednesday,14:00,3
CS101,Intro to Programming,Section 2,2026-02-21,S4155,Synthetic Student 4155,present,0,qr,3,Wednesday,14:00,5
PHY101,Physics I,Section 3,2026-03-14,S4128,Synthetic Student 4128,present,0,qr,1,Monday,09:00,3
PHY101,Physics I,Section 3,2026-04-25,S4065,Synthetic Student 4065,present,0,qr,14,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-04-18,S4165,Synthetic Student 4165,absent,0,qr,12,Wednesday,09:00,3
CS101,Intro to Programming,Section 3,2026-04-20,S4153,Synthetic Student 4153,present,0,qr,13,Saturday,10:00,3
STAT101,Statistics I,Section 2,2026-04-06,S4175,Synthetic Student 4175,late,7,qr,1,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-02-14,S4006,Synthetic Student 4006,absent,0,qr,9,Monday,09:00,4
MATH101,Calculus I,Section 1,2026-04-11,S4111,Synthetic Student 4111,absent,0,qr,9,Monday,12:00,5
STAT101,Statistics I,Section 1,2026-04-25,S4129,Synthetic Student 4129,absent,0,qr,12,Saturday,10:00,4
CS101,Intro to Programming,Section 2,2026-03-02,S4020,Synthetic Student 4020,late,10,qr,8,Sunday,12:00,3
MATH101,Calculus I,Section 2,2026-05-11,S4076,Synthetic Student 4076,absent,0,qr,14,Wednesday,14:00,5
MATH101,Calculus I,Section 1,2026-05-02,S4059,Synthetic Student 4059,present,0,qr,1,Sunday,12:00,2
PHY101,Physics I,Section 3,2026-03-14,S4031,Synthetic Student 4031,absent,0,qr,4,Monday,09:00,3
CS101,Intro to Programming,Section 1,2026-03-30,S4060,Synthetic Student 4060,present,0,qr,8,Sunday,12:00,4
MATH101,Calculus I,Section 1,2026-04-04,S4072,Synthetic Student 4072,present,2,qr,7,Sunday,12:00,3
MATH101,Calculus I,Section 3,2026-04-25,S4027,Synthetic Student 4027,present,0,qr,9,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-05-09,S4025,Synthetic Student 4025,excused,0,manual,9,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-05-09,S4136,Synthetic Student 4136,present,0,qr,13,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-04-25,S4110,Synthetic Student 4110,present,0,qr,12,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-03-02,S4051,Synthetic Student 4051,present,0,qr,10,Sunday,12:00,4
STAT101,Statistics I,Section 1,2026-02-14,S4081,Synthetic Student 4081,present,0,qr,11,Monday,09:00,2
CS101,Intro to Programming,Section 1,2026-03-09,S4052,Synthetic Student 4052,present,1,qr,13,Monday,09:00,2
CS101,Intro to Programming,Section 3,2026-03-23,S4152,Synthetic Student 4152,present,0,qr,14,Saturday,10:00,3
CS101,Intro to Programming,Section 2,2026-02-21,S4109,Synthetic Student 4109,absent,0,qr,8,Wednesday,14:00,5
MATH101,Calculus I,Section 1,2026-03-14,S4029,Synthetic Student 4029,present,0,qr,6,Monday,09:00,5
STAT101,Statistics I,Section 1,2026-04-25,S4127,Synthetic Student 4127,present,1,qr,11,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-03-23,S4120,Synthetic Student 4120,absent,0,qr,8,Saturday,10:00,2
STAT101,Statistics I,Section 3,2026-03-14,S4081,Synthetic Student 4081,present,0,qr,10,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-03-14,S4011,Synthetic Student 4011,present,0,qr,10,Monday,09:00,5
